game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided
2024-04-18,Los Angeles Kings,1,Dallas Stars,5,"18,532",2:23,
2024-04-18,Toronto Maple Leafs,2,Edmonton Oilers,4,"18,347",2:25,
2024-04-18,Seattle Kraken,2,New York Rangers,5,"18,006",2:19,
2024-04-18,Colorado Avalanche,7,Ottawa Senators,4,"16,242",2:38,
2024-04-18,New York Islanders,2,Winnipeg Jets,4,"12,600",2:31,
2024-04-18,Anaheim Ducks,0,Washington Capitals,2,"15,961",2:21,
2024-04-18,Detroit Red Wings,3,Florida Panthers,2,"17,958",2:31,OT
2024-04-18,Montreal Canadiens,3,New Jersey Devils,2,"16,022",2:19,
2024-04-18,Colorado Avalanche,2,Boston Bruins,5,"17,850",2:34,
2024-04-18,Chicago Blackhawks,0,Buffalo Sabres,3,"15,465",2:13,
2024-04-18,Toronto Maple Leafs,4,Calgary Flames,3,"18,714",2:38,
2024-04-18,Seattle Kraken,2,Edmonton Oilers,4,"18,347",2:33,
2024-04-18,Nashville Predators,2,Los Angeles Kings,1,"18,145",2:29,
2024-04-18,Montreal Canadiens,2,Ottawa Senators,6,"19,286",2:32,
2024-04-18,Dallas Stars,1,Philadelphia Flyers,5,"18,024",2:27,
2024-04-18,Minnesota Wild,3,Tampa Bay Lightning,7,"19,092",2:29,
2024-04-18,Arizona Coyotes,1,Vancouver Canucks,2,"19,005",2:30,
2024-04-18,New York Rangers,1,Vegas Golden Knights,5,"18,149",2:25,
2024-04-18,St. Louis Blues,2,Washington Capitals,5,"17,909",2:27,
2024-04-18,Detroit Red Wings,2,Carolina Hurricanes,4,"18,841",2:27,
2024-04-18,New Jersey Devils,4,Columbus Blue Jackets,1,"18,630",2:25,
2024-04-18,New York Islanders,3,Chicago Blackhawks,4,"18,463",2:30,OT
2024-04-18,Minnesota Wild,6,Florida Panthers,4,"19,595",2:39,
2024-04-18,Nashville Predators,2,Arizona Coyotes,3,"4,600",2:31,
2024-04-18,Montreal Canadiens,4,Boston Bruins,9,"17,850",2:32,
2024-04-18,Tampa Bay Lightning,3,Buffalo Sabres,1,"18,246",2:16,
2024-04-18,Edmonton Oilers,3,Calgary Flames,1,"19,289",2:25,
2024-04-18,New York Rangers,1,Los Angeles Kings,2,"18,292",2:28,
2024-04-18,Dallas Stars,6,New Jersey Devils,2,"16,514",2:33,
2024-04-18,Winnipeg Jets,2,Ottawa Senators,1,"19,388",2:28,OT
2024-04-18,Colorado Avalanche,7,Philadelphia Flyers,4,"19,078",2:30,
2024-04-18,Anaheim Ducks,3,San Jose Sharks,5,"17,435",2:30,
2024-04-18,Washington Capitals,0,St. Louis Blues,3,"18,096",2:25,
2024-04-18,Toronto Maple Leafs,4,Vancouver Canucks,6,"18,865",2:33,
2024-04-18,Pittsburgh Penguins,2,Vegas Golden Knights,3,"18,319",2:29,
2024-04-18,New York Rangers,5,Anaheim Ducks,2,"16,197",2:32,
2024-04-18,Minnesota Wild,5,Carolina Hurricanes,2,"18,749",2:29,
2024-04-18,Tampa Bay Lightning,1,Detroit Red Wings,2,"19,515",2:29,
2024-04-18,Dallas Stars,2,New York Islanders,3,"17,255",2:28,OT
2024-04-18,Ottawa Senators,5,Philadelphia Flyers,3,"18,930",2:38,
2024-04-18,Toronto Maple Leafs,3,Seattle Kraken,1,"17,151",2:24,
2024-04-18,Pittsburgh Penguins,2,Arizona Coyotes,5,"4,600",2:32,
2024-04-18,Winnipeg Jets,1,Boston Bruins,4,"17,850",2:26,
2024-04-18,San Jose Sharks,4,Los Angeles Kings,3,"18,145",2:35,SO
2024-04-18,Vegas Golden Knights,5,New Jersey Devils,6,"16,514",2:33,OT
2024-04-18,Florida Panthers,4,Nashville Predators,1,"17,159",2:30,
2024-04-18,Chicago Blackhawks,0,Vancouver Canucks,2,"18,714",2:12,
2024-04-18,Buffalo Sabres,2,Anaheim Ducks,4,"16,302",2:27,
2024-04-18,St. Louis Blues,4,Calgary Flames,3,"16,813",2:24,
2024-04-18,Dallas Stars,5,Detroit Red Wings,4,"18,923",2:27,
2024-04-18,Columbus Blue Jackets,1,Edmonton Oilers,4,"18,347",2:22,
2024-04-18,Washington Capitals,3,Minnesota Wild,5,"18,437",2:29,
2024-04-18,Ottawa Senators,4,Montreal Canadiens,1,"21,105",2:23,
2024-04-18,Vegas Golden Knights,3,New York Islanders,2,"16,077",2:24,
2024-04-18,Tampa Bay Lightning,6,Philadelphia Flyers,3,"17,937",2:28,
2024-04-18,New York Rangers,2,San Jose Sharks,3,"12,892",2:29,OT
2024-04-18,Carolina Hurricanes,3,Boston Bruins,2,"17,850",2:28,
2024-04-18,Washington Capitals,2,Colorado Avalanche,6,"18,136",2:36,
2024-04-18,Arizona Coyotes,2,Florida Panthers,6,"17,020",2:39,
2024-04-18,Buffalo Sabres,5,Los Angeles Kings,3,"18,145",2:24,
2024-04-18,Chicago Blackhawks,2,Seattle Kraken,6,"17,151",2:29,
2024-04-18,Winnipeg Jets,0,Toronto Maple Leafs,1,"18,972",2:31,OT
2024-04-18,St. Louis Blues,4,Vancouver Canucks,3,"19,003",2:26,OT
2024-04-18,New Jersey Devils,2,Carolina Hurricanes,3,"18,792",2:29,
2024-04-18,Columbus Blue Jackets,5,Calgary Flames,2,"16,689",2:29,
2024-04-18,Anaheim Ducks,3,Dallas Stars,4,"18,532",2:26,OT
2024-04-18,Philadelphia Flyers,0,Detroit Red Wings,3,"19,515",2:29,
2024-04-18,Chicago Blackhawks,0,Edmonton Oilers,3,"18,347",2:23,
2024-04-18,Nashville Predators,3,Minnesota Wild,2,"18,254",2:35,
2024-04-18,New York Islanders,3,Montreal Canadiens,4,"21,105",2:34,
2024-04-18,Boston Bruins,3,Ottawa Senators,2,"18,722",2:37,OT
2024-04-18,Arizona Coyotes,3,Tampa Bay Lightning,6,"19,092",2:20,
2024-04-18,Los Angeles Kings,1,Colorado Avalanche,5,"18,131",2:26,
2024-04-18,Vegas Golden Knights,5,New York Rangers,2,"18,006",2:33,
2024-04-18,Florida Panthers,3,Pittsburgh Penguins,2,"18,188",2:50,SO
2024-04-18,St. Louis Blues,4,Seattle Kraken,3,"17,151",2:27,OT
2024-04-18,Arizona Coyotes,1,Carolina Hurricanes,3,"18,718",2:30,
2024-04-18,Chicago Blackhawks,0,Calgary Flames,1,"18,279",2:21,
2024-04-18,Washington Capitals,4,Dallas Stars,5,"18,532",2:36,OT
2024-04-18,Vegas Golden Knights,2,Detroit Red Wings,5,"19,515",2:23,
2024-04-18,Nashville Predators,1,Edmonton Oilers,4,"18,347",2:21,
2024-04-18,Anaheim Ducks,3,Minnesota Wild,2,"19,053",2:31,
2024-04-18,Florida Panthers,3,New York Islanders,2,"17,255",2:35,OT
2024-04-18,New York Rangers,7,Ottawa Senators,2,"19,262",2:29,
2024-04-18,Boston Bruins,6,Philadelphia Flyers,2,"19,276",2:29,
2024-04-18,Montreal Canadiens,2,Pittsburgh Penguins,3,"18,377",2:28,OT
2024-04-18,Buffalo Sabres,5,San Jose Sharks,2,"17,435",2:33,
2024-04-18,New Jersey Devils,3,Tampa Bay Lightning,6,"19,092",2:26,
2024-04-18,Columbus Blue Jackets,4,Vancouver Canucks,5,"19,002",2:44,OT
2024-04-18,Toronto Maple Leafs,4,Winnipeg Jets,2,"15,225",2:24,
2024-04-18,Columbus Blue Jackets,2,Seattle Kraken,4,"17,151",2:28,
2024-04-18,Los Angeles Kings,3,St. Louis Blues,4,"18,096",2:25,OT
2024-04-18,Nashville Predators,3,Ottawa Senators,4,"16,284",2:38,OT
2024-04-18,Seattle Kraken,0,San Jose Sharks,2,"10,988",2:20,
2024-04-18,Columbus Blue Jackets,1,St. Louis Blues,0,"18,096",2:20,
2024-04-18,San Jose Sharks,2,Anaheim Ducks,3,"15,654",2:34,OT
2024-04-18,Ottawa Senators,3,Detroit Red Wings,2,"19,515",2:26,OT
2024-04-18,Los Angeles Kings,4,Nashville Predators,2,"17,453",2:23,
2024-04-18,Colorado Avalanche,1,New York Rangers,2,"18,006",2:23,OT
2024-04-18,New York Islanders,3,Toronto Maple Leafs,2,"18,365",2:26,
2024-04-18,Calgary Flames,4,Boston Bruins,1,"17,850",2:31,
2024-04-18,Dallas Stars,2,Buffalo Sabres,1,"13,221",2:36,
2024-04-18,Vancouver Canucks,3,Carolina Hurricanes,2,"18,700",2:22,
2024-04-18,Philadelphia Flyers,2,Florida Panthers,1,"17,340",2:22,
2024-04-18,Colorado Avalanche,3,New Jersey Devils,5,"16,326",2:36,
2024-04-18,Winnipeg Jets,0,Pittsburgh Penguins,3,"17,086",2:24,
2024-04-18,Edmonton Oilers,1,Vegas Golden Knights,3,"18,433",2:26,
2024-04-18,Montreal Canadiens,5,Washington Capitals,2,"16,959",2:29,
2024-04-18,Minnesota Wild,2,Chicago Blackhawks,1,"17,230",2:31,
2024-04-18,Tampa Bay Lightning,1,New York Rangers,3,"17,208",2:24,
2024-04-18,Dallas Stars,4,Toronto Maple Leafs,5,"18,517",2:31,
2024-04-18,Vegas Golden Knights,3,Arizona Coyotes,2,"4,600",2:25,
2024-04-18,Vancouver Canucks,0,Boston Bruins,4,"17,850",2:26,
2024-04-18,Colorado Avalanche,2,Carolina Hurricanes,5,"18,720",2:37,
2024-04-18,Washington Capitals,2,Florida Panthers,4,"17,645",2:29,
2024-04-18,Calgary Flames,5,New Jersey Devils,3,"16,374",2:30,
2024-04-18,Tampa Bay Lightning,2,New York Islanders,6,"17,255",2:19,
2024-04-18,Winnipeg Jets,1,Philadelphia Flyers,4,"18,049",2:24,
2024-04-18,Edmonton Oilers,5,Anaheim Ducks,3,"17,489",2:25,
2024-04-18,New York Rangers,4,Chicago Blackhawks,3,"19,995",2:30,OT
2024-04-18,Pittsburgh Penguins,2,Minnesota Wild,3,"19,329",2:43,
2024-04-18,Washington Capitals,3,Boston Bruins,0,"17,850",2:25,
2024-04-18,St. Louis Blues,3,Buffalo Sabres,1,"16,726",2:28,
2024-04-18,New Jersey Devils,0,Carolina Hurricanes,1,"18,997",2:31,OT
2024-04-18,Tampa Bay Lightning,4,Columbus Blue Jackets,2,"18,876",2:32,
2024-04-18,Vancouver Canucks,3,Detroit Red Wings,4,"19,515",2:35,OT
2024-04-18,Colorado Avalanche,0,Florida Panthers,4,"19,304",2:23,
2024-04-18,Edmonton Oilers,0,Los Angeles Kings,4,"18,145",2:34,
2024-04-18,Dallas Stars,3,Montreal Canadiens,2,"21,105",2:29,
2024-04-18,Arizona Coyotes,4,Nashville Predators,5,"17,507",2:36,OT
2024-04-18,Calgary Flames,5,New York Islanders,2,"17,255",2:32,
2024-04-18,Toronto Maple Leafs,3,Ottawa Senators,5,"19,679",2:25,
2024-04-18,Seattle Kraken,2,Philadelphia Flyers,3,"18,926",2:35,
2024-04-18,Pittsburgh Penguins,1,Winnipeg Jets,2,"15,225",2:14,
2024-04-18,St. Louis Blues,7,Montreal Canadiens,2,"21,105",2:36,
2024-04-18,Vancouver Canucks,3,Washington Capitals,2,"18,573",2:27,OT
2024-04-18,Seattle Kraken,1,New Jersey Devils,3,"14,511",2:23,
2024-04-18,Calgary Flames,0,New York Rangers,2,"18,006",2:22,
2024-04-18,Arizona Coyotes,3,Philadelphia Flyers,5,"18,094",2:37,
2024-04-18,Minnesota Wild,5,Vegas Golden Knights,3,"18,207",2:33,
2024-04-18,Tampa Bay Lightning,3,Boston Bruins,2,"17,850",2:48,SO
2024-04-18,Los Angeles Kings,0,Buffalo Sabres,7,"13,292",2:16,
2024-04-18,Vancouver Canucks,4,Chicago Blackhawks,2,"16,452",2:22,
2024-04-18,Carolina Hurricanes,2,Dallas Stars,4,"18,532",2:28,
2024-04-18,Detroit Red Wings,4,Edmonton Oilers,8,"18,347",2:27,
2024-04-18,Anaheim Ducks,0,Montreal Canadiens,5,"21,105",2:26,
2024-04-18,New Jersey Devils,4,Nashville Predators,2,"17,159",2:27,
2024-04-18,Seattle Kraken,2,New York Islanders,1,"17,255",2:35,SO
2024-04-18,Columbus Blue Jackets,3,Ottawa Senators,6,"15,203",2:34,
2024-04-18,St. Louis Blues,1,Toronto Maple Leafs,4,"18,307",2:20,
2024-04-18,Colorado Avalanche,6,Washington Capitals,3,"17,878",2:38,
2024-04-18,Minnesota Wild,3,Arizona Coyotes,1,"4,600",2:41,
2024-04-18,Florida Panthers,5,Pittsburgh Penguins,2,"17,967",2:30,
2024-04-18,San Jose Sharks,0,Winnipeg Jets,1,"13,786",2:20,
2024-04-18,Seattle Kraken,4,Boston Bruins,1,"17,850",2:22,
2024-04-18,Florida Panthers,4,Buffalo Sabres,0,"14,277",2:24,
2024-04-18,San Jose Sharks,6,Calgary Flames,3,"16,852",2:37,
2024-04-18,Pittsburgh Penguins,4,Chicago Blackhawks,1,"19,423",2:19,
2024-04-18,Los Angeles Kings,2,New Jersey Devils,1,"16,105",2:23,
2024-04-18,Dallas Stars,9,Nashville Predators,2,"17,159",2:30,
2024-04-18,Montreal Canadiens,4,New York Rangers,7,"18,006",2:45,
2024-04-18,Anaheim Ducks,5,Ottawa Senators,1,"16,297",2:23,
2024-04-18,Edmonton Oilers,3,St. Louis Blues,6,"18,096",2:30,
2024-04-18,Colorado Avalanche,3,Tampa Bay Lightning,6,"19,092",2:45,
2024-04-18,Philadelphia Flyers,3,Toronto Maple Leafs,4,"18,646",2:33,OT
2024-04-18,Detroit Red Wings,1,Vancouver Canucks,4,"18,947",2:25,
2024-04-18,Carolina Hurricanes,5,Arizona Coyotes,1,"4,600",2:27,
2024-04-18,Los Angeles Kings,5,Boston Bruins,4,"17,850",2:48,OT
2024-04-18,Detroit Red Wings,5,Calgary Flames,0,"17,854",2:40,
2024-04-18,Ottawa Senators,2,Chicago Blackhawks,3,"18,888",2:28,
2024-04-18,Edmonton Oilers,4,Dallas Stars,3,"18,532",2:32,OT
2024-04-18,Buffalo Sabres,3,Minnesota Wild,2,"19,276",2:33,OT
2024-04-18,Washington Capitals,4,Montreal Canadiens,3,"21,105",2:31,
2024-04-18,Philadelphia Flyers,3,New Jersey Devils,6,"70,328",2:47,
2024-04-18,Columbus Blue Jackets,4,San Jose Sharks,3,"17,435",2:33,
2024-04-18,Nashville Predators,5,St. Louis Blues,2,"18,096",2:25,
2024-04-18,Florida Panthers,9,Tampa Bay Lightning,2,"19,092",2:35,
2024-04-18,Anaheim Ducks,2,Toronto Maple Leafs,9,"19,247",2:23,
2024-04-18,Winnipeg Jets,4,Vancouver Canucks,2,"18,992",2:30,
2024-04-18,Carolina Hurricanes,3,Vegas Golden Knights,1,"18,355",2:30,
2024-04-18,Arizona Coyotes,3,Colorado Avalanche,4,"18,133",2:50,
2024-04-18,New York Rangers,6,New York Islanders,5,"79,690",2:48,OT
2024-04-18,Los Angeles Kings,2,Pittsburgh Penguins,1,"18,422",2:27,
2024-04-18,Edmonton Oilers,6,Arizona Coyotes,3,"4,600",2:26,
2024-04-18,Dallas Stars,3,Boston Bruins,4,"17,850",2:53,SO
2024-04-18,Anaheim Ducks,4,Buffalo Sabres,3,"17,229",2:19,
2024-04-18,Chicago Blackhawks,3,Carolina Hurricanes,6,"18,909",2:25,
2024-04-18,Winnipeg Jets,3,Calgary Flames,6,"18,037",2:24,
2024-04-18,Vancouver Canucks,7,Minnesota Wild,10,"19,024",2:37,
2024-04-18,Detroit Red Wings,4,Seattle Kraken,3,"17,151",2:29,OT
2024-04-18,Vegas Golden Knights,4,San Jose Sharks,0,"13,673",2:22,
2024-04-18,Toronto Maple Leafs,4,St. Louis Blues,2,"18,096",2:27,
2024-04-18,Ottawa Senators,4,Tampa Bay Lightning,2,"19,092",2:28,
2024-04-18,Vancouver Canucks,1,Colorado Avalanche,3,"18,121",2:28,
2024-04-18,Ottawa Senators,2,Florida Panthers,3,"19,000",2:30,OT
2024-04-18,Columbus Blue Jackets,1,Los Angeles Kings,5,"16,980",2:31,
2024-04-18,Dallas Stars,1,New York Rangers,3,"18,006",2:29,
2024-04-18,New York Islanders,5,Pittsburgh Penguins,4,"18,016",2:36,OT
2024-04-18,Nashville Predators,5,Vegas Golden Knights,3,"17,727",2:29,
2024-04-18,Minnesota Wild,3,Winnipeg Jets,6,"14,707",2:30,
2024-04-18,New Jersey Devils,2,Washington Capitals,6,"17,232",2:29,
2024-04-18,Columbus Blue Jackets,7,Anaheim Ducks,4,"14,518",2:27,
2024-04-18,Toronto Maple Leafs,6,Arizona Coyotes,3,"4,600",2:35,
2024-04-18,Philadelphia Flyers,3,Chicago Blackhawks,1,"18,245",2:25,
2024-04-18,Boston Bruins,6,Edmonton Oilers,5,"18,347",2:46,OT
2024-04-18,Buffalo Sabres,3,Montreal Canadiens,2,"21,105",2:22,
2024-04-18,Florida Panthers,0,Carolina Hurricanes,1,"18,700",2:26,
2024-04-18,Boston Bruins,2,Calgary Flames,3,"17,750",2:31,OT
2024-04-18,Colorado Avalanche,1,Detroit Red Wings,2,"19,515",2:29,OT
2024-04-18,Nashville Predators,4,Los Angeles Kings,1,"17,415",2:26,
2024-04-18,New York Rangers,5,New Jersey Devils,1,"16,650",2:37,
2024-04-18,Dallas Stars,1,Ottawa Senators,4,"16,118",2:19,
2024-04-18,Montreal Canadiens,1,Pittsburgh Penguins,4,"17,160",2:24,
2024-04-18,Vancouver Canucks,2,Seattle Kraken,5,"17,151",2:27,
2024-04-18,New York Islanders,0,St. Louis Blues,4,"18,096",2:26,
2024-04-18,Washington Capitals,5,Tampa Bay Lightning,3,"19,092",2:33,
2024-04-18,Toronto Maple Leafs,7,Vegas Golden Knights,3,"18,188",2:23,
2024-04-18,Buffalo Sabres,2,Columbus Blue Jackets,1,"18,943",2:21,
2024-04-18,Winnipeg Jets,3,Chicago Blackhawks,2,"18,891",2:24,OT
2024-04-18,Minnesota Wild,4,Edmonton Oilers,2,"18,347",2:28,
2024-04-18,Dallas Stars,2,Carolina Hurricanes,1,"18,952",2:27,
2024-04-18,Toronto Maple Leafs,4,Colorado Avalanche,3,"18,135",2:23,
2024-04-18,St. Louis Blues,1,Detroit Red Wings,6,"19,515",2:24,
2024-04-18,Calgary Flames,6,Edmonton Oilers,3,"18,347",2:41,
2024-04-18,Washington Capitals,2,Florida Panthers,3,"19,887",2:37,OT
2024-04-18,Anaheim Ducks,2,Los Angeles Kings,3,"18,203",2:36,SO
2024-04-18,Montreal Canadiens,3,New Jersey Devils,4,"16,514",2:21,
2024-04-18,Tampa Bay Lightning,4,New York Islanders,2,"17,255",2:28,
2024-04-18,Vegas Golden Knights,3,Ottawa Senators,4,"19,197",2:34,SO
2024-04-18,New York Rangers,2,Philadelphia Flyers,1,"19,756",2:34,
2024-04-18,Minnesota Wild,5,Seattle Kraken,2,"17,151",2:36,
2024-04-18,Nashville Predators,4,San Jose Sharks,2,"15,919",2:29,
2024-04-18,Boston Bruins,2,Vancouver Canucks,3,"18,924",2:44,OT
2024-04-18,Nashville Predators,4,Anaheim Ducks,2,"16,370",2:25,
2024-04-18,Carolina Hurricanes,2,Buffalo Sabres,3,"15,690",2:37,SO
2024-04-18,New York Rangers,2,Columbus Blue Jackets,4,"18,293",2:37,
2024-04-18,Detroit Red Wings,3,Chicago Blackhawks,2,"21,141",2:31,OT
2024-04-18,Tampa Bay Lightning,4,New Jersey Devils,1,"16,514",2:21,
2024-04-18,Philadelphia Flyers,6,Pittsburgh Penguins,7,"18,212",2:33,
2024-04-18,Arizona Coyotes,3,Winnipeg Jets,4,"14,324",2:28,OT
2024-04-18,New York Islanders,3,Dallas Stars,2,"18,532",2:31,OT
2024-04-18,Los Angeles Kings,2,Edmonton Oilers,4,"18,347",2:25,
2024-04-18,Boston Bruins,3,Seattle Kraken,4,"17,151",2:47,SO
2024-04-18,Ottawa Senators,3,Washington Capitals,6,"17,296",2:24,
2024-04-18,Los Angeles Kings,2,Calgary Flames,4,"16,450",2:25,
2024-04-18,Dallas Stars,1,Colorado Avalanche,5,"18,117",2:23,
2024-04-18,Washington Capitals,3,Detroit Red Wings,8,"19,515",2:24,
2024-04-18,Buffalo Sabres,2,Florida Panthers,3,"18,243",2:35,
2024-04-18,Carolina Hurricanes,3,Minnesota Wild,2,"18,775",2:27,
2024-04-18,Arizona Coyotes,2,Montreal Canadiens,4,"21,105",2:27,
2024-04-18,Ottawa Senators,1,Nashville Predators,4,"17,159",2:30,
2024-04-18,Tampa Bay Lightning,2,Philadelphia Flyers,6,"18,647",2:41,
2024-04-18,New Jersey Devils,7,San Jose Sharks,2,"10,982",2:26,
2024-04-18,Vegas Golden Knights,6,Toronto Maple Leafs,2,"18,907",2:29,
2024-04-18,Pittsburgh Penguins,4,Vancouver Canucks,3,"18,730",2:31,OT
2024-04-18,St. Louis Blues,2,Winnipeg Jets,4,"13,139",2:27,
2024-04-18,St. Louis Blues,2,Edmonton Oilers,3,"18,347",2:36,OT
2024-04-18,Columbus Blue Jackets,1,New York Rangers,4,"18,006",2:33,
2024-04-18,Vegas Golden Knights,4,Boston Bruins,5,"17,850",2:39,
2024-04-18,Carolina Hurricanes,4,Columbus Blue Jackets,2,"18,390",2:24,
2024-04-18,Colorado Avalanche,5,Chicago Blackhawks,0,"18,096",2:18,
2024-04-18,Winnipeg Jets,1,Dallas Stars,4,"18,532",2:29,
2024-04-18,New York Islanders,5,Detroit Red Wings,3,"19,515",2:25,
2024-04-18,Montreal Canadiens,3,Florida Panthers,4,"18,918",2:46,SO
2024-04-18,Minnesota Wild,1,Nashville Predators,6,"17,159",2:33,
2024-04-18,Pittsburgh Penguins,0,Seattle Kraken,2,"17,151",2:22,
2024-04-18,Anaheim Ducks,6,San Jose Sharks,4,"10,537",2:40,
2024-04-18,Buffalo Sabres,3,Tampa Bay Lightning,2,"19,092",2:25,OT
2024-04-18,Arizona Coyotes,2,Toronto Maple Leafs,4,"18,662",2:27,
2024-04-18,Los Angeles Kings,5,Vancouver Canucks,1,"18,801",2:22,
2024-04-18,New Jersey Devils,3,Anaheim Ducks,4,"16,078",2:37,
2024-04-18,Arizona Coyotes,5,Ottawa Senators,3,"17,734",2:33,
2024-04-18,Philadelphia Flyers,2,Washington Capitals,5,"18,573",2:31,
2024-04-18,Vegas Golden Knights,2,Buffalo Sabres,7,"16,693",2:30,
2024-04-18,Winnipeg Jets,5,Carolina Hurricanes,3,"18,876",2:26,
2024-04-18,Pittsburgh Penguins,3,Calgary Flames,4,"19,289",2:26,
2024-04-18,Columbus Blue Jackets,5,Chicago Blackhawks,2,"18,782",2:21,
2024-04-18,San Jose Sharks,2,Dallas Stars,3,"18,532",2:50,SO
2024-04-18,Florida Panthers,4,Detroit Red Wings,0,"19,515",2:33,
2024-04-18,Colorado Avalanche,1,Nashville Predators,5,"17,474",2:23,
2024-04-18,Boston Bruins,1,New York Islanders,5,"17,255",2:28,
2024-04-18,Ottawa Senators,2,Philadelphia Flyers,4,"18,971",2:24,
2024-04-18,Edmonton Oilers,2,Seattle Kraken,1,"17,151",2:21,
2024-04-18,Minnesota Wild,1,St. Louis Blues,3,"18,096",2:25,
2024-04-18,Montreal Canadiens,3,Tampa Bay Lightning,4,"19,092",2:51,SO
2024-04-18,New York Rangers,3,Toronto Maple Leafs,4,"19,312",2:52,SO
2024-04-18,Vancouver Canucks,2,Anaheim Ducks,1,"15,161",2:18,
2024-04-18,Winnipeg Jets,5,Buffalo Sabres,2,"14,171",2:23,
2024-04-18,Pittsburgh Penguins,1,Edmonton Oilers,6,"18,347",2:22,
2024-04-18,New Jersey Devils,1,Los Angeles Kings,5,"18,145",2:28,
2024-04-18,San Jose Sharks,3,Minnesota Wild,4,"18,879",2:25,
2024-04-18,Arizona Coyotes,5,Washington Capitals,2,"18,573",2:33,
2024-04-18,Vegas Golden Knights,3,Columbus Blue Jackets,6,"17,338",2:31,
2024-04-18,Seattle Kraken,4,Calgary Flames,2,"16,516",2:41,
2024-04-18,Chicago Blackhawks,0,Colorado Avalanche,5,"18,125",2:27,
2024-04-18,Florida Panthers,4,New York Rangers,2,"18,006",2:30,
2024-04-18,St. Louis Blues,2,Philadelphia Flyers,1,"18,728",2:34,SO
2024-04-18,Boston Bruins,4,Toronto Maple Leafs,1,"18,911",2:24,
2024-04-18,Chicago Blackhawks,5,Arizona Coyotes,2,"4,600",2:26,
2024-04-18,Edmonton Oilers,2,Boston Bruins,1,"17,850",2:28,OT
2024-04-18,Vancouver Canucks,2,Los Angeles Kings,1,"18,145",2:31,OT
2024-04-18,Florida Panthers,5,New Jersey Devils,3,"16,042",2:35,
2024-04-18,Montreal Canadiens,4,Nashville Predators,3,"17,159",2:33,OT
2024-04-18,St. Louis Blues,2,New York Islanders,4,"16,540",2:13,
2024-04-18,Columbus Blue Jackets,3,Pittsburgh Penguins,5,"17,072",2:28,
2024-04-18,Dallas Stars,7,San Jose Sharks,6,"10,070",2:38,OT
2024-04-18,Seattle Kraken,4,Winnipeg Jets,3,"13,125",2:20,
2024-04-18,Ottawa Senators,1,Anaheim Ducks,2,"14,000",2:22,
2024-04-18,Detroit Red Wings,2,Colorado Avalanche,7,"18,132",2:44,
2024-04-18,Buffalo Sabres,1,Toronto Maple Leafs,2,"18,624",2:27,OT
2024-04-18,Minnesota Wild,5,Arizona Coyotes,2,"4,600",2:37,
2024-04-18,Toronto Maple Leafs,1,Boston Bruins,4,"17,850",2:40,
2024-04-18,Montreal Canadiens,1,Carolina Hurricanes,4,"18,859",2:31,
2024-04-18,Edmonton Oilers,2,Columbus Blue Jackets,4,"17,718",2:27,
2024-04-18,Philadelphia Flyers,2,Florida Panthers,1,"18,817",2:24,
2024-04-18,Ottawa Senators,3,Los Angeles Kings,4,"16,855",2:31,OT
2024-04-18,St. Louis Blues,1,New Jersey Devils,4,"16,259",2:29,
2024-04-18,Buffalo Sabres,2,Nashville Predators,4,"17,159",2:30,
2024-04-18,Washington Capitals,6,Pittsburgh Penguins,0,"17,093",2:29,
2024-04-18,New York Islanders,7,San Jose Sharks,2,"10,077",2:29,
2024-04-18,Calgary Flames,6,Tampa Bay Lightning,3,"19,092",2:30,
2024-04-18,Vancouver Canucks,3,Vegas Golden Knights,1,"18,054",2:32,
2024-04-18,Dallas Stars,6,Anaheim Ducks,2,"14,716",2:30,
2024-04-18,Detroit Red Wings,0,Arizona Coyotes,4,"4,600",2:21,
2024-04-18,Minnesota Wild,1,Colorado Avalanche,2,"18,134",2:40,OT
2024-04-18,Winnipeg Jets,3,Seattle Kraken,0,"17,151",2:17,
2024-04-18,Pittsburgh Penguins,1,Boston Bruins,5,"17,850",2:32,
2024-04-18,Edmonton Oilers,2,Buffalo Sabres,3,"19,070",2:37,SO
2024-04-18,Nashville Predators,2,Columbus Blue Jackets,1,"17,602",2:31,
2024-04-18,Calgary Flames,1,Florida Panthers,5,"19,358",2:30,
2024-04-18,Dallas Stars,4,Los Angeles Kings,1,"18,145",2:28,
2024-04-18,Toronto Maple Leafs,3,Montreal Canadiens,2,"21,105",2:37,
2024-04-18,Carolina Hurricanes,4,New Jersey Devils,2,"16,514",2:37,
2024-04-18,St. Louis Blues,0,New York Rangers,4,"18,006",2:23,
2024-04-18,Ottawa Senators,1,San Jose Sharks,2,"17,008",2:24,
2024-04-18,Philadelphia Flyers,0,Tampa Bay Lightning,7,"19,092",2:29,
2024-04-18,Winnipeg Jets,0,Vancouver Canucks,5,"18,954",2:21,
2024-04-18,Detroit Red Wings,3,Vegas Golden Knights,5,"18,401",2:30,
2024-04-18,Chicago Blackhawks,1,Washington Capitals,4,"18,573",2:24,
2024-04-18,New York Islanders,6,Anaheim Ducks,1,"15,631",2:25,
2024-04-18,Calgary Flames,2,Carolina Hurricanes,7,"18,728",2:38,
2024-04-18,Arizona Coyotes,4,Chicago Blackhawks,7,"18,666",2:32,
2024-04-18,Nashville Predators,3,Minnesota Wild,4,"18,800",2:36,OT
